Manpower,Disaster_Group,Disaster_Subgroup,Disaster_Type
10,Natural,Meteorological,Storm
335,Natural,Meteorological,Storm
358,Natural,Meteorological,Storm
406,Natural,Meteorological,Storm
357,Natural,Meteorological,Extreme temperature 
396,Natural,Meteorological,Storm
531,Natural,Hydrological,Flood
373,Natural,Meteorological,Storm
334,Natural,Meteorological,Storm
401,Natural,Meteorological,Storm
438,Natural,Meteorological,Storm
265,Natural,Hydrological,Flood
123,Natural,Hydrological,Flood
348,Natural,Hydrological,Flood
456,Natural,Hydrological,Flood
19,Natural,Hydrological,Flood
274,Natural,Hydrological,Flood
340,Natural,Hydrological,Flood
28,Natural,Hydrological,Flood
243,Natural,Hydrological,Flood
155,Natural,Meteorological,Storm
29,Natural,Geophysical,Earthquake
578,Natural,Hydrological,Flood
159,Natural,Hydrological,Flood
408,Natural,Meteorological,Storm
515,Natural,Meteorological,Storm
415,Natural,Meteorological,Storm
32,Natural,Meteorological,Storm
517,Natural,Meteorological,Storm
36,Natural,Meteorological,Storm
430,Natural,Meteorological,Storm
437,Natural,Meteorological,Storm
524,Natural,Meteorological,Storm
26,Natural,Meteorological,Storm
9146,Natural,Climatological,Drought
433,Natural,Meteorological,Storm
434,Natural,Hydrological,Flood
260,Natural,Hydrological,Flood
345,Natural,Hydrological,Flood
400,Natural,Hydrological,Flood
138,Natural,Meteorological,Storm
208,Natural,Meteorological,Extreme temperature 
282,Natural,Hydrological,Flood
98,Natural,Geophysical,Earthquake
99,Natural,Geophysical,Earthquake
516,Natural,Geophysical,Earthquake
504,Natural,Hydrological,Flood
524,Natural,Meteorological,Storm
441,Natural,Hydrological,Flood
326,Natural,Meteorological,Storm
46,Natural,Meteorological,Storm
80,Natural,Meteorological,Storm
127,Natural,Geophysical,Earthquake
413,Natural,Meteorological,Storm
429,Natural,Meteorological,Storm
316,Natural,Meteorological,Extreme temperature 
281,Natural,Hydrological,Flood
305,Natural,Hydrological,Flood
545,Natural,Hydrological,Flood
380,Natural,Hydrological,Flood
338,Natural,Hydrological,Flood
417,Natural,Hydrological,Flood
367,Natural,Biological,Epidemic
546,Natural,Hydrological,Flood
39,Natural,Hydrological,Flood
220,Natural,Hydrological,Flood
138,Natural,Meteorological,Storm
26,Natural,Meteorological,Storm
559,Natural,Biological,Epidemic
188,Natural,Meteorological,Storm
9150,Natural,Climatological,Drought
61,Natural,Hydrological,Flood
310,Natural,Hydrological,Flood
366,Natural,Hydrological,Flood
263,Natural,Hydrological,Flood
160,Natural,Hydrological,Landslide
11,Natural,Hydrological,Flood
53,Natural,Biological,Epidemic
374,Natural,Hydrological,Flood
79,Natural,Hydrological,Flood
11,Natural,Hydrological,Flood
535,Natural,Hydrological,Flood
11,Natural,Hydrological,Flood
573,Natural,Biological,Epidemic
336,Natural,Hydrological,Flood
534,Natural,Hydrological,Flood
386,Natural,Hydrological,Flood
370,Natural,Hydrological,Flood
493,Natural,Biological,Epidemic
398,Natural,Meteorological,Storm
530,Natural,Meteorological,Storm
576,Natural,Hydrological,Flood
268,Natural,Geophysical,Earthquake
421,Natural,Meteorological,Storm
9203,Natural,Climatological,Drought
99,Natural,Geophysical,Earthquake
381,Natural,Geophysical,Earthquake
484,Natural,Geophysical,Earthquake
68,Natural,Hydrological,Flood
276,Natural,Hydrological,Flood
9185,Natural,Climatological,Drought
409,Natural,Geophysical,Earthquake
355,Natural,Geophysical,Volcanic activity
56,Natural,Hydrological,Flood
395,Natural,Geophysical,Earthquake
418,Natural,Hydrological,Flood
258,Natural,Meteorological,Storm
272,Natural,Meteorological,Storm
378,Natural,Meteorological,Storm
433,Natural,Meteorological,Storm
517,Natural,Meteorological,Storm
165,Natural,Meteorological,Extreme temperature 
530,Natural,Meteorological,Storm
331,Natural,Climatological,Wildfire
214,Natural,Hydrological,Flood
9496,Natural,Climatological,Drought
40,Natural,Hydrological,Flood
347,Natural,Hydrological,Flood
278,Natural,Hydrological,Flood
303,Natural,Hydrological,Flood
60,Natural,Extra-terrestrial,Impact
445,Natural,Hydrological,Flood
280,Natural,Hydrological,Flood
368,Natural,Hydrological,Flood
420,Natural,Hydrological,Flood
509,Natural,Biological,Epidemic
30,Natural,Climatological,Wildfire
543,Natural,Geophysical,Volcanic activity
288,Natural,Hydrological,Flood
473,Natural,Hydrological,Flood
205,Natural,Hydrological,Flood
517,Natural,Meteorological,Storm
457,Natural,Biological,Epidemic
263,Natural,Hydrological,Flood
431,Natural,Hydrological,Flood
533,Natural,Hydrological,Flood
27,Natural,Meteorological,Extreme temperature 
16,Natural,Hydrological,Landslide
206,Natural,Geophysical,Earthquake
561,Natural,Geophysical,Earthquake
249,Natural,Meteorological,Storm
306,Natural,Meteorological,Storm
373,Natural,Meteorological,Storm
197,Natural,Hydrological,Flood
139,Natural,Biological,Epidemic
458,Natural,Biological,Epidemic
571,Natural,Biological,Epidemic
410,Natural,Hydrological,Flood
211,Natural,Meteorological,Storm
20,Natural,Meteorological,Storm
55,Natural,Meteorological,Storm
26,Natural,Hydrological,Flood
45,Natural,Hydrological,Flood
40,Natural,Hydrological,Flood
47,Natural,Meteorological,Extreme temperature 
54,Natural,Geophysical,Earthquake
8,Natural,Meteorological,Storm
30,Natural,Meteorological,Extreme temperature 
8,Natural,Meteorological,Storm
16,Natural,Meteorological,Storm
30,Natural,Meteorological,Extreme temperature 
46,Natural,Meteorological,Extreme temperature 
1,Natural,Meteorological,Storm
42,Natural,Hydrological,Flood
586,Natural,Hydrological,Landslide
610,Natural,Hydrological,Flood
456,Natural,Meteorological,Storm
638,Natural,Meteorological,Storm
444,Natural,Meteorological,Storm
527,Natural,Meteorological,Storm
607,Natural,Meteorological,Storm
608,Natural,Meteorological,Storm
425,Natural,Hydrological,Flood
646,Natural,Hydrological,Flood
609,Natural,Meteorological,Storm
611,Natural,Meteorological,Storm
639,Natural,Climatological,Wildfire
9363,Natural,Climatological,Drought
619,Natural,Hydrological,Flood
569,Natural,Hydrological,Flood
635,Natural,Hydrological,Flood
394,Natural,Hydrological,Flood
396,Natural,Hydrological,Flood
576,Natural,Meteorological,Storm
409,Natural,Meteorological,Storm
516,Natural,Hydrological,Flood
517,Natural,Hydrological,Flood
410,Natural,Meteorological,Storm
259,Natural,Meteorological,Storm
60,Natural,Meteorological,Storm
294,Natural,Meteorological,Storm
9235,Natural,Climatological,Drought
9489,Natural,Climatological,Drought
313,Natural,Meteorological,Storm
406,Natural,Meteorological,Storm
498,Natural,Meteorological,Storm
6,Natural,Meteorological,Storm
55,Natural,Meteorological,Storm
122,Natural,Meteorological,Storm
156,Natural,Meteorological,Storm
486,Natural,Meteorological,Storm
493,Natural,Meteorological,Storm
611,Natural,Meteorological,Storm
503,Natural,Meteorological,Storm
601,Natural,Meteorological,Storm
177,Natural,Hydrological,Flood
176,Natural,Meteorological,Storm
214,Natural,Meteorological,Extreme temperature 
232,Natural,Climatological,Wildfire
542,Natural,Climatological,Wildfire
241,Natural,Hydrological,Flood
351,Natural,Hydrological,Flood
498,Natural,Meteorological,Storm
469,Natural,Hydrological,Flood
46,Natural,Hydrological,Flood
81,Natural,Biological,Epidemic
357,Natural,Biological,Epidemic
217,Natural,Biological,Epidemic
324,Natural,Biological,Epidemic
360,Natural,Biological,Epidemic
19,Natural,Meteorological,Extreme temperature 
485,Natural,Meteorological,Extreme temperature 
12,Natural,Meteorological,Extreme temperature 
19,Natural,Meteorological,Extreme temperature 
473,Natural,Hydrological,Flood
476,Natural,Hydrological,Flood
217,Natural,Meteorological,Storm
531,Natural,Hydrological,Flood
354,Natural,Hydrological,Flood
333,Natural,Hydrological,Flood
412,Natural,Hydrological,Flood
142,Natural,Meteorological,Storm
183,Natural,Meteorological,Storm
439,Natural,Meteorological,Storm
579,Natural,Meteorological,Storm
25,Natural,Hydrological,Flood
54,Natural,Meteorological,Storm
472,Natural,Meteorological,Storm
118,Natural,Meteorological,Storm
319,Natural,Hydrological,Flood
13,Natural,Meteorological,Storm
184,Natural,Meteorological,Storm
55,Natural,Meteorological,Storm
550,Natural,Meteorological,Storm
528,Natural,Meteorological,Extreme temperature 
117,Natural,Meteorological,Storm
548,Natural,Meteorological,Storm
254,Natural,Hydrological,Flood
277,Natural,Hydrological,Flood
286,Natural,Hydrological,Flood
291,Natural,Hydrological,Flood
510,Natural,Hydrological,Flood
558,Natural,Hydrological,Flood
209,Natural,Climatological,Wildfire
210,Natural,Climatological,Wildfire
212,Natural,Climatological,Wildfire
315,Natural,Climatological,Wildfire
404,Natural,Climatological,Wildfire
266,Natural,Hydrological,Flood
380,Natural,Hydrological,Flood
417,Natural,Hydrological,Flood
443,Natural,Hydrological,Flood
341,Natural,Meteorological,Storm
419,Natural,Meteorological,Storm
430,Natural,Meteorological,Storm
433,Natural,Meteorological,Storm
377,Natural,Hydrological,Flood
379,Natural,Hydrological,Flood
61,Natural,Hydrological,Flood
425,Natural,Hydrological,Flood
453,Natural,Hydrological,Flood
399,Natural,Biological,Epidemic
532,Natural,Hydrological,Flood
292,Natural,Meteorological,Storm
227,Natural,Meteorological,Storm
388,Natural,Meteorological,Storm
183,Natural,Meteorological,Storm
94,Natural,Geophysical,Earthquake
62,Natural,Climatological,Wildfire
210,Natural,Hydrological,Flood
110,Natural,Meteorological,Storm
133,Natural,Meteorological,Storm
185,Natural,Hydrological,Flood
214,Natural,Meteorological,Storm
269,Natural,Meteorological,Storm
267,Natural,Hydrological,Flood
134,Natural,Hydrological,Flood
63,Natural,Hydrological,Flood
164,Natural,Hydrological,Flood
281,Natural,Geophysical,Earthquake
321,Natural,Hydrological,Flood
266,Natural,Hydrological,Flood
389,Natural,Hydrological,Flood
406,Natural,Hydrological,Flood
237,Natural,Hydrological,Flood
536,Natural,Hydrological,Flood
258,Natural,Geophysical,Earthquake
288,Natural,Geophysical,Earthquake
365,Natural,Hydrological,Flood
447,Natural,Hydrological,Flood
447,Natural,Hydrological,Flood
290,Natural,Hydrological,Flood
280,Natural,Hydrological,Flood
323,Natural,Hydrological,Flood
419,Natural,Hydrological,Flood
48,Natural,Meteorological,Storm
84,Natural,Meteorological,Storm
85,Natural,Meteorological,Storm
552,Natural,Meteorological,Storm
213,Natural,Meteorological,Storm
390,Natural,Meteorological,Storm
92,Natural,Meteorological,Storm
67,Natural,Meteorological,Storm
9196,Natural,Climatological,Drought
9332,Natural,Climatological,Drought
319,Natural,Hydrological,Flood
488,Natural,Hydrological,Flood
52,Natural,Meteorological,Storm
53,Natural,Meteorological,Storm
9,Natural,Meteorological,Extreme temperature 
28,Natural,Hydrological,Landslide
139,Natural,Hydrological,Flood
188,Natural,Hydrological,Flood
442,Natural,Hydrological,Flood
475,Natural,Meteorological,Storm
209,Natural,Meteorological,Storm
135,Natural,Meteorological,Storm
244,Natural,Meteorological,Storm
581,Natural,Hydrological,Flood
404,Natural,Meteorological,Storm
128,Natural,Hydrological,Flood
368,Natural,Hydrological,Flood
329,Natural,Hydrological,Flood
128,Natural,Hydrological,Flood
306,Natural,Hydrological,Flood
529,Natural,Hydrological,Flood
9457,Natural,Climatological,Drought
245,Natural,Hydrological,Flood
103,Natural,Hydrological,Flood
188,Natural,Hydrological,Flood
9025,Natural,Climatological,Drought
458,Natural,Meteorological,Storm
525,Natural,Hydrological,Flood
118,Natural,Climatological,Wildfire
132,Natural,Meteorological,Storm
555,Natural,Meteorological,Storm
107,Natural,Meteorological,Storm
519,Natural,Meteorological,Storm
86,Natural,Geophysical,Earthquake
129,Natural,Geophysical,Earthquake
173,Natural,Geophysical,Earthquake
177,Natural,Geophysical,Earthquake
449,Natural,Geophysical,Earthquake
464,Natural,Geophysical,Earthquake
544,Natural,Geophysical,Earthquake
180,Natural,Hydrological,Flood
212,Natural,Hydrological,Flood
215,Natural,Hydrological,Flood
344,Natural,Hydrological,Flood
549,Natural,Hydrological,Flood
550,Natural,Hydrological,Flood
337,Natural,Hydrological,Landslide
240,Natural,Meteorological,Storm
330,Natural,Meteorological,Storm
9265,Natural,Climatological,Drought
9408,Natural,Climatological,Drought
217,Natural,Hydrological,Flood
572,Natural,Hydrological,Landslide
400,Natural,Hydrological,Flood
371,Natural,Biological,Epidemic
401,Natural,Biological,Epidemic
378,Natural,Meteorological,Storm
430,Natural,Hydrological,Flood
431,Natural,Hydrological,Flood
505,Natural,Hydrological,Flood
478,Natural,Geophysical,Volcanic activity
9580,Natural,Climatological,Drought
209,Natural,Meteorological,Storm
381,Natural,Meteorological,Storm
453,Natural,Hydrological,Flood
298,Natural,Geophysical,Earthquake
209,Natural,Meteorological,Storm
462,Natural,Hydrological,Flood
67,Natural,Meteorological,Storm
282,Natural,Biological,Epidemic
90,Natural,Biological,Epidemic
90,Natural,Biological,Epidemic
174,Natural,Geophysical,Earthquake
234,Natural,Geophysical,Earthquake
528,Natural,Meteorological,Extreme temperature 
9277,Natural,Climatological,Drought
329,Natural,Hydrological,Flood
248,Natural,Hydrological,Flood
457,Natural,Hydrological,Flood
375,Natural,Meteorological,Storm
214,Natural,Meteorological,Storm
251,Natural,Meteorological,Storm
118,Natural,Meteorological,Storm
54,Natural,Hydrological,Landslide
338,Natural,Meteorological,Storm
163,Natural,Meteorological,Storm
605,Natural,Meteorological,Storm
148,Natural,Meteorological,Storm
479,Natural,Meteorological,Storm
131,Natural,Meteorological,Storm
90,Natural,Hydrological,Flood
23,Natural,Hydrological,Flood
253,Natural,Hydrological,Flood
293,Natural,Hydrological,Flood
106,Natural,Hydrological,Flood
185,Natural,Hydrological,Flood
397,Natural,Hydrological,Flood
231,Natural,Hydrological,Flood
86,Natural,Geophysical,Earthquake
237,Natural,Hydrological,Flood
114,Natural,Hydrological,Flood
227,Natural,Hydrological,Flood
435,Natural,Geophysical,Earthquake
162,Natural,Meteorological,Storm
346,Natural,Hydrological,Flood
285,Natural,Hydrological,Flood
168,Natural,Hydrological,Flood
132,Natural,Meteorological,Storm
9372,Natural,Climatological,Drought
151,Natural,Hydrological,Landslide
44,Natural,Meteorological,Storm
309,Natural,Meteorological,Storm
352,Natural,Meteorological,Storm
105,Natural,Meteorological,Storm
252,Natural,Meteorological,Storm
339,Natural,Meteorological,Storm
171,Natural,Hydrological,Landslide
606,Natural,Meteorological,Storm
525,Natural,Meteorological,Storm
9575,Natural,Climatological,Drought
9545,Natural,Climatological,Drought
334,Natural,Meteorological,Storm
476,Natural,Geophysical,Earthquake
571,Natural,Geophysical,Earthquake
581,Natural,Hydrological,Flood
58,Natural,Hydrological,Landslide
59,Natural,Hydrological,Landslide
75,Natural,Hydrological,Flood
91,Natural,Hydrological,Flood
579,Natural,Biological,Epidemic
38,Natural,Hydrological,Flood
542,Natural,Hydrological,Flood
142,Natural,Geophysical,Volcanic activity
70,Natural,Hydrological,Flood
349,Natural,Hydrological,Flood
551,Natural,Hydrological,Flood
576,Natural,Hydrological,Flood
53,Natural,Meteorological,Storm
79,Natural,Meteorological,Storm
135,Natural,Meteorological,Storm
560,Natural,Climatological,Wildfire
10,Natural,Climatological,Wildfire
514,Natural,Climatological,Wildfire
109,Natural,Hydrological,Landslide
578,Natural,Hydrological,Flood
410,Natural,Meteorological,Extreme temperature 
213,Natural,Meteorological,Storm
601,Natural,Meteorological,Storm
144,Natural,Geophysical,Earthquake
411,Natural,Hydrological,Landslide
38,Natural,Hydrological,Flood
465,Natural,Hydrological,Flood
511,Natural,Hydrological,Flood
383,Natural,Hydrological,Flood
156,Natural,Meteorological,Storm
489,Natural,Hydrological,Flood
551,Natural,Hydrological,Flood
157,Natural,Hydrological,Landslide
208,Natural,Hydrological,Flood
9307,Natural,Climatological,Drought
275,Natural,Climatological,Wildfire
142,Natural,Geophysical,Volcanic activity
143,Natural,Geophysical,Volcanic activity
92,Natural,Climatological,Wildfire
204,Natural,Hydrological,Flood
534,Natural,Meteorological,Storm
160,Natural,Meteorological,Storm
491,Natural,Meteorological,Storm
78,Natural,Geophysical,Earthquake
125,Natural,Geophysical,Earthquake
144,Natural,Geophysical,Earthquake
175,Natural,Geophysical,Earthquake
271,Natural,Geophysical,Earthquake
247,Natural,Hydrological,Flood
255,Natural,Hydrological,Flood
533,Natural,Hydrological,Flood
510,Natural,Hydrological,Landslide
244,Natural,Meteorological,Storm
278,Natural,Meteorological,Storm
458,Natural,Meteorological,Storm
490,Natural,Meteorological,Storm
9328,Natural,Climatological,Drought
240,Natural,Hydrological,Flood
303,Natural,Hydrological,Flood
395,Natural,Hydrological,Flood
219,Natural,Hydrological,Flood
220,Natural,Hydrological,Flood
509,Natural,Biological,Epidemic
287,Natural,Hydrological,Flood
325,Natural,Hydrological,Flood
473,Natural,Meteorological,Storm
104,Natural,Geophysical,Volcanic activity
9372,Natural,Climatological,Drought
60,Natural,Hydrological,Flood
446,Natural,Hydrological,Flood
375,Natural,Meteorological,Storm
437,Natural,Hydrological,Flood
482,Natural,Hydrological,Flood
361,Natural,Geophysical,Volcanic activity
550,Natural,Geophysical,Volcanic activity
342,Natural,Meteorological,Extreme temperature 
447,Natural,Hydrological,Flood
532,Natural,Hydrological,Flood
548,Natural,Hydrological,Flood
9483,Natural,Climatological,Drought
451,Natural,Hydrological,Flood
434,Natural,Meteorological,Storm
410,Natural,Meteorological,Extreme temperature 
105,Natural,Meteorological,Storm
561,Natural,Hydrological,Flood
580,Natural,Biological,Epidemic
217,Natural,Hydrological,Flood
428,Natural,Hydrological,Landslide
480,Natural,Hydrological,Flood
38,Natural,Hydrological,Flood
384,Natural,Hydrological,Flood
446,Natural,Hydrological,Flood
444,Natural,Hydrological,Landslide
355,Natural,Biological,Epidemic
353,Natural,Hydrological,Flood
313,Natural,Hydrological,Flood
175,Natural,Meteorological,Storm
117,Natural,Geophysical,Earthquake
95,Natural,Hydrological,Flood
340,Natural,Meteorological,Storm
137,Natural,Hydrological,Flood
41,Natural,Meteorological,Storm
112,Natural,Hydrological,Flood
191,Natural,Hydrological,Flood
246,Natural,Hydrological,Flood
77,Natural,Hydrological,Flood
350,Natural,Meteorological,Storm
241,Natural,Hydrological,Flood
39,Natural,Hydrological,Flood
101,Natural,Hydrological,Flood
186,Natural,Hydrological,Flood
172,Natural,Climatological,Wildfire
140,Natural,Meteorological,Storm
230,Natural,Meteorological,Storm
201,Natural,Meteorological,Storm
211,Natural,Meteorological,Storm
355,Natural,Meteorological,Storm
256,Natural,Meteorological,Storm
342,Natural,Meteorological,Storm
162,Natural,Hydrological,Landslide
141,Natural,Meteorological,Storm
154,Natural,Meteorological,Storm
179,Natural,Hydrological,Flood
135,Natural,Hydrological,Flood
309,Natural,Hydrological,Flood
56,Natural,Hydrological,Flood
88,Natural,Hydrological,Flood
131,Natural,Hydrological,Flood
247,Natural,Hydrological,Flood
127,Natural,Hydrological,Flood
14,Natural,Climatological,Wildfire
179,Natural,Hydrological,Flood
179,Natural,Hydrological,Flood
287,Natural,Hydrological,Flood
2,Natural,Geophysical,Earthquake
288,Natural,Hydrological,Flood
284,Natural,Meteorological,Storm
33,Natural,Hydrological,Flood
300,Natural,Biological,Epidemic
243,Natural,Hydrological,Flood
118,Natural,Hydrological,Flood
209,Natural,Meteorological,Storm
38,Natural,Hydrological,Flood
194,Natural,Hydrological,Flood
250,Natural,Hydrological,Landslide
255,Natural,Hydrological,Landslide
235,Natural,Meteorological,Storm
23,Natural,Meteorological,Extreme temperature 
198,Natural,Hydrological,Flood
233,Natural,Hydrological,Flood
236,Natural,Hydrological,Flood
238,Natural,Hydrological,Flood
257,Natural,Hydrological,Flood
352,Natural,Hydrological,Flood
355,Natural,Meteorological,Storm
179,Natural,Hydrological,Flood
355,Natural,Meteorological,Storm
184,Natural,Hydrological,Flood
151,Natural,Geophysical,Earthquake
32,Natural,Hydrological,Flood
212,Natural,Hydrological,Flood
334,Natural,Hydrological,Flood
318,Natural,Hydrological,Landslide
284,Natural,Meteorological,Storm
284,Natural,Meteorological,Storm
365,Natural,Hydrological,Landslide
821,Natural,Hydrological,Landslide
663,Natural,Hydrological,Flood
106,Natural,Meteorological,Storm
240,Natural,Meteorological,Storm
236,Natural,Meteorological,Storm
397,Natural,Meteorological,Storm
181,Natural,Hydrological,Flood
183,Natural,Meteorological,Storm
227,Natural,Meteorological,Storm
551,Natural,Meteorological,Storm
333,Natural,Meteorological,Storm
523,Natural,Meteorological,Extreme temperature 
272,Natural,Hydrological,Flood
458,Natural,Meteorological,Storm
314,Natural,Meteorological,Storm
417,Natural,Meteorological,Storm
479,Natural,Meteorological,Storm
390,Natural,Meteorological,Storm
9231,Natural,Climatological,Drought
416,Natural,Meteorological,Storm
408,Natural,Hydrological,Flood
330,Natural,Meteorological,Storm
453,Natural,Hydrological,Flood
57,Natural,Hydrological,Flood
218,Natural,Hydrological,Flood
343,Natural,Hydrological,Flood
391,Natural,Hydrological,Flood
171,Natural,Hydrological,Flood
448,Natural,Hydrological,Flood
495,Natural,Hydrological,Flood
447,Natural,Hydrological,Flood
268,Natural,Hydrological,Flood
278,Natural,Hydrological,Flood
414,Natural,Hydrological,Flood
497,Natural,Meteorological,Storm
571,Natural,Hydrological,Flood
359,Natural,Hydrological,Flood
58,Natural,Hydrological,Flood
91,Natural,Hydrological,Flood
537,Natural,Meteorological,Storm
385,Natural,Meteorological,Storm
425,Natural,Hydrological,Flood
546,Natural,Meteorological,Extreme temperature 
289,Natural,Hydrological,Flood
463,Natural,Meteorological,Storm
325,Natural,Meteorological,Storm
386,Natural,Meteorological,Storm
322,Natural,Meteorological,Storm
474,Natural,Meteorological,Storm
9102,Natural,Climatological,Drought
9469,Natural,Climatological,Drought
9573,Natural,Climatological,Drought
9533,Natural,Climatological,Drought
392,Natural,Meteorological,Storm
97,Natural,Hydrological,Flood
164,Natural,Hydrological,Flood
200,Natural,Biological,Epidemic
326,Natural,Hydrological,Flood
64,Natural,Geophysical,Volcanic activity
81,Natural,Hydrological,Flood
473,Natural,Hydrological,Flood
483,Natural,Hydrological,Landslide
182,Natural,Meteorological,Storm
268,Natural,Hydrological,Flood
313,Natural,Hydrological,Flood
409,Natural,Hydrological,Flood
270,Natural,Hydrological,Landslide
538,Natural,Meteorological,Storm
520,Natural,Meteorological,Extreme temperature 
67,Natural,Meteorological,Storm
287,Natural,Geophysical,Earthquake
252,Natural,Hydrological,Flood
61,Natural,Meteorological,Storm
68,Natural,Meteorological,Storm
487,Natural,Meteorological,Storm
519,Natural,Meteorological,Storm
465,Natural,Geophysical,Earthquake
271,Natural,Hydrological,Landslide
316,Natural,Meteorological,Storm
396,Natural,Meteorological,Storm
578,Natural,Meteorological,Extreme temperature 
336,Natural,Geophysical,Volcanic activity
123,Natural,Hydrological,Flood
582,Natural,Biological,Epidemic
9404,Natural,Climatological,Drought
84,Natural,Meteorological,Storm
260,Natural,Hydrological,Flood
97,Natural,Hydrological,Flood
77,Natural,Meteorological,Storm
324,Natural,Hydrological,Flood
314,Natural,Meteorological,Storm
411,Natural,Hydrological,Flood
90,Natural,Biological,Epidemic
535,Natural,Hydrological,Flood
402,Natural,Hydrological,Landslide
548,Natural,Hydrological,Landslide
9393,Natural,Climatological,Drought
434,Natural,Hydrological,Landslide
438,Natural,Meteorological,Storm
490,Natural,Hydrological,Flood
92,Natural,Meteorological,Storm
127,Natural,Geophysical,Earthquake
234,Natural,Geophysical,Earthquake
496,Natural,Meteorological,Extreme temperature 
90,Natural,Biological,Epidemic
412,Natural,Hydrological,Flood
413,Natural,Hydrological,Flood
518,Natural,Hydrological,Flood
530,Natural,Biological,Epidemic
530,Natural,Biological,Epidemic
494,Natural,Hydrological,Flood
9429,Natural,Climatological,Drought
515,Natural,Biological,Epidemic
573,Natural,Biological,Epidemic
461,Natural,Biological,Animal accident
211,Natural,Hydrological,Flood
439,Natural,Biological,Epidemic
90,Natural,Biological,Epidemic
111,Natural,Geophysical,Earthquake
9580,Natural,Climatological,Drought
124,Natural,Hydrological,Landslide
246,Natural,Hydrological,Flood
296,Natural,Hydrological,Landslide
343,Natural,Hydrological,Flood
334,Natural,Geophysical,Earthquake
529,Natural,Hydrological,Flood
534,Natural,Hydrological,Flood
547,Natural,Meteorological,Extreme temperature 
250,Natural,Hydrological,Flood
331,Natural,Geophysical,Volcanic activity
410,Natural,Geophysical,Volcanic activity
405,Natural,Hydrological,Flood
423,Natural,Meteorological,Storm
453,Natural,Hydrological,Flood
67,Natural,Meteorological,Storm
142,Natural,Hydrological,Flood
188,Natural,Hydrological,Flood
128,Natural,Hydrological,Flood
280,Natural,Hydrological,Flood
193,Natural,Hydrological,Flood
264,Natural,Hydrological,Flood
90,Natural,Biological,Epidemic
90,Natural,Biological,Epidemic
422,Natural,Biological,Epidemic
9580,Natural,Climatological,Drought
456,Natural,Hydrological,Flood
518,Natural,Hydrological,Flood
159,Natural,Geophysical,Earthquake
471,Natural,Hydrological,Flood
345,Natural,Hydrological,Flood
493,Natural,Hydrological,Flood
522,Natural,Hydrological,Flood
89,Natural,Meteorological,Extreme temperature 
318,Natural,Hydrological,Flood
126,Natural,Meteorological,Storm
261,Natural,Meteorological,Storm
16,Natural,Meteorological,Storm
17,Natural,Meteorological,Storm
371,Natural,Meteorological,Storm
462,Natural,Meteorological,Storm
543,Natural,Meteorological,Storm
121,Natural,Meteorological,Storm
11,Natural,Hydrological,Flood
226,Natural,Hydrological,Landslide
145,Natural,Hydrological,Flood
81,Natural,Meteorological,Storm
9411,Natural,Climatological,Drought
529,Natural,Meteorological,Extreme temperature 
107,Natural,Hydrological,Flood
253,Natural,Hydrological,Flood
317,Natural,Hydrological,Flood
333,Natural,Hydrological,Flood
413,Natural,Hydrological,Flood
465,Natural,Hydrological,Flood
418,Natural,Hydrological,Flood
460,Natural,Hydrological,Flood
547,Natural,Hydrological,Flood
253,Natural,Hydrological,Flood
308,Natural,Hydrological,Flood
216,Natural,Geophysical,Earthquake
21,Natural,Hydrological,Flood
144,Natural,Geophysical,Earthquake
175,Natural,Geophysical,Earthquake
522,Natural,Hydrological,Flood
278,Natural,Meteorological,Storm
283,Natural,Hydrological,Flood
359,Natural,Hydrological,Flood
153,Natural,Hydrological,Flood
129,Natural,Hydrological,Flood
164,Natural,Meteorological,Storm
279,Natural,Hydrological,Flood
9410,Natural,Climatological,Drought
113,Natural,Meteorological,Storm
2,Natural,Meteorological,Storm
375,Natural,Meteorological,Storm
525,Natural,Meteorological,Storm
244,Natural,Meteorological,Storm
456,Natural,Meteorological,Storm
93,Natural,Meteorological,Storm
470,Natural,Meteorological,Storm
30,Natural,Meteorological,Storm
35,Natural,Meteorological,Storm
2,Natural,Meteorological,Storm
93,Natural,Meteorological,Storm
494,Natural,Meteorological,Storm
9444,Natural,Climatological,Drought
9505,Natural,Climatological,Drought
9166,Natural,Climatological,Drought
9373,Natural,Climatological,Drought
9616,Natural,Climatological,Drought
127,Natural,Hydrological,Flood
465,Natural,Hydrological,Flood
116,Natural,Hydrological,Flood
366,Natural,Biological,Epidemic
415,Natural,Geophysical,Earthquake
36,Natural,Hydrological,Flood
56,Natural,Hydrological,Flood
76,Natural,Hydrological,Flood
77,Natural,Hydrological,Flood
181,Natural,Hydrological,Landslide
524,Natural,Hydrological,Landslide
112,Natural,Hydrological,Landslide
429,Natural,Climatological,Wildfire
412,Natural,Hydrological,Flood
118,Natural,Meteorological,Storm
450,Natural,Meteorological,Storm
600,Natural,Meteorological,Storm
604,Natural,Meteorological,Storm
144,Natural,Geophysical,Earthquake
175,Natural,Geophysical,Earthquake
476,Natural,Geophysical,Earthquake
207,Natural,Hydrological,Flood
249,Natural,Hydrological,Flood
226,Natural,Hydrological,Landslide
189,Natural,Meteorological,Extreme temperature 
9618,Natural,Climatological,Drought
374,Natural,Hydrological,Flood
406,Natural,Hydrological,Flood
504,Natural,Hydrological,Flood
88,Natural,Hydrological,Flood
258,Natural,Hydrological,Flood
499,Natural,Hydrological,Flood
438,Natural,Hydrological,Flood
